,X1,X2,kmeans_cluster,em_cluster,y
3403,-57269.277,-1037.2511,0,0,0
3404,25709.89,-1070.1895,0,0,0
3405,-57366.805,-1078.9769,1,0,0
3406,-159576.84,-1089.4497,0,0,0
3407,8132.91,-1038.8032,1,0,0
3408,17172.082,-1027.3402,1,0,0
3409,147497.75,-1022.7451,0,0,0
3410,67140.25,-1062.2269,0,1,0
3411,36888.508,-1038.673,1,0,0
3412,-64234.73,-1033.1829,1,0,1
3413,-78743.98,-1076.3972,1,0,1
3414,91986.92,-1033.9419,0,0,0
3415,-20327.31,-1094.8776,0,0,1
3416,172529.3,-1066.9949,1,0,0
3417,-79239.62,-1080.9866,1,0,0
3418,67999.734,-1033.9075,1,0,0
3419,-83341.61,-1063.924,0,0,1
3420,179969.48,-1035.5364,0,0,0
3421,-91758.32,-1098.0835,1,0,1
3422,87745.3,-1049.685,0,1,0
3423,175989.86,-1009.8464,0,0,0
3424,-98602.37,-1067.6581,1,0,0
3425,16500.592,-1049.6282,1,0,1
3426,-7192.1084,6236.917,1,0,1
3427,33667.87,-1029.6838,1,0,0
3428,-107559.73,-1046.0707,1,0,0
3429,-142562.4,-1071.2722,0,0,0
3430,-17779.822,-1038.1869,1,0,0
3431,115476.2,-963.0552,1,0,0
3432,-1366.5173,-1071.5565,0,0,0
3433,8616.292,-1027.2377,0,0,0
3434,13399.432,6238.953,1,0,1
3435,-80412.58,-1074.4907,0,0,0
3436,-14765.348,-1050.4612,1,0,1
3437,-163495.88,-1116.0873,0,0,0
3438,21533.828,-1041.7162,1,1,1
3439,152593.58,-1014.4731,1,0,0
3440,46315.047,-1017.51294,0,0,0
3441,-115119.414,-1086.8987,0,0,0
3442,25493.639,-1087.321,1,0,0
3443,-131985.27,-1071.8241,1,0,0
3444,198.05746,-1064.8784,1,0,0
3445,1702.4885,-1025.1578,0,0,0
3446,-44190.895,-1049.4254,0,0,0
3447,-115299.75,-1079.3843,0,0,0
3448,92530.45,-1034.1925,1,0,0
3449,91426.25,-1049.084,1,0,0
3450,37395.668,-1050.4935,0,1,0
3451,-72707.52,-1061.427,1,0,1
3452,-68980.26,-1028.9681,1,0,1
3453,-15050.305,-1054.8342,0,0,0
3454,-99397.25,-1070.7592,1,1,0
3455,138430.72,-1062.7083,0,0,0
3456,-23605.373,-1030.6696,0,0,0
3457,-78746.71,-1099.4198,0,0,0
3458,171429.61,-1034.1254,1,0,0
3459,-78310.22,-1085.025,0,0,0
3460,-8377.527,-1067.0996,1,0,0
3461,18936.639,-1055.8914,1,0,0
3462,-108507.375,-1083.1234,1,0,0
3463,-7888.864,-1010.3241,1,0,0
3464,-35687.234,-1016.9632,0,0,0
3465,-634.7131,-1062.7965,0,0,0
3466,-57561.53,-1053.822,0,0,0
3467,-53279.566,-1087.511,0,0,0
3468,157806.9,-1033.5216,0,1,0
3469,-139013.12,-1101.683,1,1,0
3470,15483.226,-1070.7083,0,0,0
3471,3989.474,-1074.4308,0,0,0
3472,118008.63,-1053.6078,0,0,1
3473,59949.113,-1063.9838,0,1,0
3474,-16638.8,-1042.9452,1,1,1
3475,21851.254,-1031.3379,0,0,0
3476,11200.428,-1062.6333,1,0,0
3477,-107073.64,1097.9469,0,0,0
3478,148760.06,-1044.6212,1,0,1
3479,114987.35,-1045.7474,0,0,0
3480,-8436.739,-1056.3506,0,0,0
3481,-52097.008,-1049.0323,1,0,0
3482,193571.64,-1039.3479,1,0,1
3483,-41363.81,-1044.6846,0,0,0
3484,10648.261,-1056.6206,1,0,0
3485,39246.58,-1028.119,0,0,0
3486,-76666.56,9443.242,0,0,1
3487,10566.115,-1036.7284,0,0,0
3488,99871.31,-1028.5087,1,0,0
3489,-155784.97,-1095.7274,0,0,0
3490,203799.45,-1031.6364,0,0,0
3491,1446.2538,-1082.3959,1,0,0
3492,52484.695,-1034.0004,0,0,0
3493,-24654.854,1397.6036,0,1,0
3494,-13368.022,-1029.3341,0,0,1
3495,-30183.674,-1114.0365,0,0,0
3496,-54279.285,-1084.0304,1,0,0
3497,59246.29,-1032.1653,0,0,0
3498,30127.389,-1033.5854,0,1,1
3499,-93593.65,-1047.2716,1,0,1
3500,-35613.55,-1071.5745,0,0,0
3501,-5056.6514,-1046.4874,0,0,0
3502,-161351.72,-1078.1439,0,0,0
3503,-74356.09,-1092.4761,0,0,0
3504,99280.96,6253.8613,1,0,1
3505,-152707.28,-1101.3964,0,0,0
3506,-156227.48,-1103.3861,0,0,0
3507,-66144.586,3313.0422,1,0,0
3508,145271.69,-1041.0702,0,0,0
3509,-26385.383,-1040.05,0,0,0
3510,-65251.418,-1069.5583,0,0,0
3511,-98409.67,-1057.7805,1,0,1
3512,-155274.94,-1111.3418,1,0,1
3513,-144796.08,-1086.1191,0,0,0
3514,-104562.27,13943.068,1,0,1
3515,79194.66,-1072.7842,1,0,1
3516,-76354.8,-1065.0524,1,0,0
3517,19852.29,-1065.7573,0,0,0
3518,-69172.86,-1053.9646,0,0,0
3519,31175.756,-1068.62,0,0,0
3520,10362.29,4114.654,1,0,1
3521,-151169.42,-1108.5161,1,0,1
3522,-86310.66,-1135.0638,0,1,0
3523,28213.865,-1059.2217,1,0,0
3524,-122975.92,-1091.9098,0,1,0
3525,-134629.05,-1047.9456,0,0,0
3526,38610.254,-1067.8431,0,0,0
3527,86904.586,-1053.2542,0,0,0
3528,33134.62,-1040.3672,1,0,0
3529,-4296.8394,-1030.4381,0,0,0
3530,15142.047,-1043.4423,1,0,0
3531,-138290.52,-1123.9373,0,1,1
3532,8072.6943,-1017.4542,0,0,0
3533,42495.07,-1038.1898,0,0,0
3534,-59871.395,-1075.859,1,0,0
3535,25307.277,-1080.9983,0,0,0
3536,97291.836,-1053.7036,0,0,0
3537,2558.6204,-1055.4999,0,0,0
3538,-8821.505,6620.643,0,0,1
3539,-82272.2,-1125.3672,1,0,1
3540,33692.973,-1030.993,0,0,0
3541,44797.773,-1045.6665,1,0,0
3542,21286.133,-1046.0868,0,0,0
3543,-92199.664,-1107.3104,0,0,1
3544,29162.543,-1099.9805,0,0,0
3545,-5373.488,-1038.5548,0,0,1
3546,138797.84,3821.0288,0,0,0
3547,-134762.36,-1093.3116,0,0,0
3548,79546.55,-1042.6892,0,0,0
3549,-1457.7108,-1087.8718,1,0,0
3550,102888.21,-1047.5002,0,0,0
3551,-5331.8545,-1097.3262,0,0,0
3552,107922.21,-1048.0247,1,0,0
3553,-74712.555,-1103.5992,1,0,1
3554,51254.977,-1050.2417,1,0,1
3555,101353.21,-1048.7517,0,0,0
3556,-91020.03,-1069.8812,0,0,0
3557,165364.44,-1049.1125,0,0,0
3558,57759.277,-1063.9631,1,0,1
3559,-137630.81,-1082.6313,0,0,0
3560,156858.69,-1039.1893,0,0,0
3561,-24633.982,-1048.5135,0,0,0
3562,153365.81,-1038.7382,0,0,0
3563,-156656.5,-1092.6909,0,0,0
3564,-18974.496,-1056.3977,1,0,1
3565,-169602.12,6597.055,1,0,1
3566,65797.55,-1066.804,0,0,0
3567,2515.7468,-1072.5083,0,0,0
3568,85730.72,-1046.5244,1,0,0
3569,-108292.836,-1105.6903,0,0,0
3570,-151833.84,-1091.4475,0,0,1
3571,50367.47,-1047.6055,0,0,1
3572,-70816.945,-1063.7689,1,0,1
3573,-114246.15,-1087.6407,0,0,0
3574,178835.47,-1020.78735,0,0,0
3575,-81969.9,1128.1632,0,0,0
3576,52558.918,-1039.126,0,0,0
3577,21394.979,-1028.5331,1,0,0
3578,32470.951,-1079.4774,0,0,0
3579,-12404.278,-1023.60114,1,0,1
3580,-66711.72,4100.0425,0,0,1
3581,-68636.92,-1063.1915,0,1,0
3582,-96983.125,342.4013,1,0,0
3583,-129411.04,-1089.421,0,1,0
3584,4144.236,-1030.7452,0,0,0
3585,-78520.2,-1025.5924,0,0,0
3586,-57211.145,-1097.0759,1,0,1
3587,12257.673,-1062.2634,0,0,0
3588,-20362.799,-1072.167,0,0,0
3589,-72494.34,-1054.5773,0,0,0
3590,11003.367,-1143.0127,1,0,1
3591,69050.66,-1052.6669,0,0,0
3592,-90887.47,-1140.2433,1,0,0
3593,-11282.523,-1046.6111,0,0,1
3594,12924.515,-1043.5198,0,0,0
3595,-63803.785,-1072.3939,1,0,0
3596,115074.945,-1045.7855,1,0,0
3597,8695.631,-1043.8651,0,0,0
3598,250861.06,-1024.366,0,0,0
3599,-107549.46,-1090.8556,0,0,0
3600,-167254.5,-1089.9375,0,0,0
3601,-23911.748,-1060.4279,0,0,0
3602,-27618.266,-1081.6183,0,0,0
3603,-136597.78,-1068.5955,0,0,0
3604,82838.15,-1029.8278,1,0,1
3605,123824.08,-1032.9977,1,0,0
3606,-138150.25,-1053.6908,0,1,0
3607,369.83725,1114.0074,0,0,0
3608,-67379.9,-1059.6515,1,0,1
3609,108770.805,-1015.60144,1,1,0
3610,-13309.671,98932.836,1,1,1
3611,-83235.11,-1041.429,0,0,0
3612,-41474.477,-1089.7965,0,0,0
3613,-3997.7947,-1028.4648,1,0,1
3614,-60347.51,-1032.1472,0,0,0
3615,102983.6,-1057.513,1,0,0
3616,-32990.508,-1080.0027,0,0,0
3617,-114369.05,-1126.4229,1,1,1
3618,-72751.16,-1033.458,0,0,0
3619,-57787.4,-1047.8744,0,0,0
3620,132770.06,-1054.3419,1,0,1
3621,-73481.28,-1023.6606,0,0,1
3622,-86457.81,-1045.1595,0,0,0
3623,141511.94,-1067.2169,0,1,1
3624,-18717.234,-1095.025,0,0,0
3625,-110049.305,-1090.8555,0,0,0
3626,-94435.94,-1091.7443,0,0,0
3627,-108855.17,-1102.3557,1,0,0
3628,-63960.215,-1042.7933,0,0,0
3629,-2737.769,-1054.1359,1,0,0
3630,-40118.32,-1072.5309,1,0,1
3631,74967.11,-1056.7158,0,0,0
3632,169480.94,-1037.2006,1,0,0
3633,-116960.55,-1065.8113,0,0,0
3634,-86959.76,-1120.9248,1,0,0
3635,-4702.5933,-1094.7021,0,0,0
3636,-108552.64,-1080.9031,0,1,1
3637,-81599.02,-1083.2805,0,0,0
3638,220397.25,-1028.3479,0,0,0
3639,-6010.787,-1079.9384,1,0,1
3640,-83659.09,-1046.1279,1,0,0
3641,-29461.057,-1053.5024,0,0,0
3642,76329.586,-1020.3995,1,0,0
3643,-86349.64,-1071.2655,0,0,0
3644,297644.28,-1066.1019,1,1,0
3645,19902.453,-1080.0535,1,0,1
3646,-68010.78,-1062.0714,0,0,0
3647,-21611.684,-1058.0851,0,0,0
3648,103446.57,-1049.3287,0,0,0
3649,-17933.936,-1058.7756,1,0,1
3650,47383.824,-1075.3945,0,0,0
3651,-147693.44,-1118.0936,1,0,1
3652,385063.66,2098.7,1,0,1
3653,-260.24454,-1098.1915,1,0,0
3654,102478.5,-1030.5558,0,0,0
3655,6391.985,-1076.7648,1,0,0
3656,-99083.125,-1078.9906,1,0,0
3657,-155938.69,-1051.2274,1,1,1
3658,-29180.066,-1060.019,1,0,0
3659,33642.75,6241.1367,1,0,1
3660,-132290.9,-1085.1272,1,0,1
3661,-40158.22,-1118.8113,0,1,0
3662,59867.633,-1091.1581,1,0,0
3663,-136196.72,-1107.5264,0,0,0
3664,119062.555,-1051.4178,0,0,0
3665,-21336.78,-1096.7162,1,0,0
3666,11555.222,-1015.38525,0,0,0
3667,-42466.7,-1039.7577,0,1,0
3668,-72487.3,-1108.576,0,0,0
3669,-108149.305,-1081.9314,0,0,0
3670,-115948.33,-1109.8175,1,0,0
3671,-62618.99,4644.915,0,0,0
3672,-40325.844,-1035.3594,1,0,0
3673,13894.427,-1044.0114,0,0,0
3674,-23564.496,-1083.0283,1,0,0
3675,-96220.23,-1102.734,1,0,1
3676,-131768.64,-1045.2767,1,0,0
3677,49000.555,-1106.9906,0,0,1
3678,-7572.8394,-1060.7089,0,1,0
3679,32045.91,-1066.4948,1,0,0
3680,-78038.11,-1134.466,0,0,1
3681,85929.5,-1050.021,1,0,0
3682,-75664.79,-1066.0787,0,0,0
3683,-72887.805,-1124.8179,0,0,0
3684,12806.749,-1062.4331,1,0,0
3685,-89765.04,12474.029,0,0,1
3686,-68698.62,-1060.0809,0,0,0
3687,-109357.6,-1081.1803,0,1,0
3688,152552.17,-1070.2203,0,0,0
3689,-28475.973,-1054.6543,0,0,0
3690,-77021.836,-1036.4098,1,0,1
3691,-4995.4077,-1039.2135,0,0,0
3692,12969.554,-1007.76044,0,0,0
3693,-102553.12,6606.541,1,0,1
3694,97816.75,13975.111,0,1,1
3695,144890.44,-1027.444,1,0,0
3696,94007.66,-1051.9287,1,0,0
3697,108400.16,-1061.1678,0,0,0
3698,-117054.26,-1090.7853,0,0,0
3699,105819.76,-1060.2871,0,0,1
3700,280555.12,-1019.68384,0,0,0
3701,24436.38,-1039.7523,0,0,0
3702,1674.4197,-1068.4408,0,0,0
3703,42275.08,-1052.2427,0,0,0
3704,-118615.93,-1089.6763,0,0,0
3705,-153118.67,-1103.7517,1,0,1
3706,-66334.84,-1090.7817,1,0,0
3707,-47020.875,-1052.0544,1,0,1
3708,-50220.723,1580.6165,1,0,0
3709,36620.605,-1084.2238,1,0,1
3710,-84344.82,-1058.7284,0,1,1
3711,-82969.086,-1032.5048,0,0,0
3712,23616.557,-1041.0753,1,1,0
3713,-1203.8226,-1062.901,0,0,0
3714,-79497.84,-1121.2185,0,1,0
3715,-57212.215,13951.018,1,0,1
3716,109569.74,13977.063,1,0,1
3717,-81575.89,-1061.0162,1,0,0
3718,82479.76,-1049.7533,0,0,0
3719,-61411.566,-1086.9161,0,0,0
3720,-89979.52,-1078.7168,0,0,1
3721,-64890.062,-1070.8303,1,0,0
3722,-136700.31,-1080.4354,1,0,0
3723,-3183.4246,1535.2584,0,0,0
3724,89997.164,-1036.5259,0,0,0
3725,141784.58,-1040.7316,1,0,1
3726,13912.011,-1034.381,1,0,1
3727,-2520.6265,-1033.388,0,0,0
3728,-40673.902,-1045.4668,0,0,0
3729,-79408.336,-1069.9635,1,0,1
3730,-135137.66,-1079.284,0,0,0
3731,-70313.54,-1093.0884,0,0,0
3732,149087.92,-1042.2107,0,0,0
3733,-85828.53,-1045.5422,1,0,1
3734,208905.19,-1034.95,0,0,0
3735,-46242.383,-1069.5704,0,0,0
3736,-65692.05,3574.574,0,1,0
3737,55250.773,-1096.9434,0,0,0
3738,-13956.828,-1041.6083,1,0,1
3739,-104512.07,-1064.9653,0,0,1
3740,-3016.2986,-1022.6005,0,0,0
3741,122261.74,13979.33,1,0,1
3742,-8753.749,-1092.235,1,0,0
3743,8838.755,-1037.591,0,0,0
3744,34233.54,-1057.2906,1,0,0
3745,-110468.45,-1096.9369,1,0,0
3746,-56142.473,-1021.91406,0,1,0
3747,44574.836,-1083.8938,1,0,0
3748,-30607.035,-1053.544,0,0,1
3749,6463.183,-1065.3845,1,0,1
3750,47641.652,-1097.3044,0,0,1
3751,26520.953,-1111.189,0,0,0
3752,-39572.965,-1057.2338,1,0,0
3753,-56795.2,-1050.788,1,0,0
3754,-25055.066,-1076.2069,1,0,0
3755,-25347.254,-1063.1177,1,0,0
3756,-21761.814,-1032.496,1,0,0
3757,-7577.1304,13956.904,0,0,1
3758,-95697.05,-1079.669,1,0,1
3759,19293.736,-1036.3833,0,0,0
3760,-100074.61,-1082.8225,1,0,0
3761,-67711.68,98924.25,1,1,1
3762,13139.792,-1086.4728,0,0,0
3763,-35736.363,-1043.8876,1,0,1
3764,19489.62,-1063.1038,1,0,0
3765,23902.809,-1071.3512,0,0,0
3766,10734.772,-1075.1759,1,0,0
3767,-55262.72,-1117.7389,0,0,0
3768,-20007.262,-1085.6198,0,0,0
3769,16761.28,-1033.6167,0,0,0
3770,87296.92,-1037.8055,0,0,0
3771,-25543.0,-1020.62726,1,0,0
3772,-67782.09,-1042.7814,0,0,0
3773,59493.008,-1071.5662,0,0,0
3774,-112070.61,-1065.0881,1,0,0
3775,82554.73,-1045.2637,0,0,0
3776,-135393.88,-1084.8774,0,0,0
3777,-145375.55,-1081.8851,0,0,0
3778,286462.72,-1035.0433,0,0,0
3779,166165.7,-1036.8931,0,0,0
3780,20758.535,-1023.3947,0,0,0
3781,25289.01,-1047.6404,0,0,0
3782,-160002.72,-1124.1726,1,0,1
3783,-55279.246,1105.3998,0,0,0
3784,167051.31,-1035.9196,0,0,1
3785,-31926.506,-1060.2952,0,0,0
3786,-76691.14,-1131.6315,1,0,0
3787,34483.605,-1082.3651,0,0,0
3788,-72052.27,13948.684,1,0,1
3789,-86266.66,-1096.8423,0,0,0
3790,-7429.1167,-1071.2416,0,0,1
3791,10360.492,2830.35,0,0,0
3792,34321.895,-1048.8265,0,0,0
3793,-102578.85,-1029.0729,0,0,0
3794,-60735.312,-1084.0701,1,0,0
3795,-71869.32,-1045.1759,1,0,0
3796,-40573.906,-1054.7471,1,0,0
3797,63298.953,-1062.2963,0,0,0
3798,56833.477,-1047.3651,0,0,0
3799,49026.438,-1044.5704,1,0,1
3800,-75630.086,-1079.6255,1,0,0
3801,-16311.372,-1071.8044,0,1,0
3802,-95041.305,-1074.5437,1,0,0
3803,-2769.633,-1060.0889,0,0,0
3804,282410.9,-1019.3875,0,0,0
3805,28876.28,-1072.9165,1,0,0
3806,52590.863,-1058.2866,0,1,0
3807,34583.56,-1102.2878,1,0,0
3808,123809.945,-1047.6727,0,0,0
3809,67825.17,-1034.377,1,0,1
3810,-89961.05,-1082.4746,0,0,0
3811,-23096.17,-1075.7577,0,0,0
3812,139409.8,-1064.1871,1,0,0
3813,-118382.46,-1064.1152,1,0,1
3814,5585.5137,-1082.5659,0,0,0
3815,100469.875,-1045.6809,1,0,0
3816,-265.79797,6234.012,1,0,1
3817,-1226.6625,-1022.3108,0,0,0
3818,144189.22,-1072.4604,0,0,0
3819,-49067.93,-1081.9045,0,0,0
3820,-152854.8,-1086.8647,1,0,1
3821,461.54294,-1063.7306,0,0,0
3822,-9016.058,6620.7695,1,0,1
3823,-168948.78,-1119.2125,1,0,0
3824,105196.46,-1059.6581,0,0,0
3825,-64327.32,-1061.2292,1,0,0
3826,158638.73,-1038.432,1,0,1
3827,-41224.63,-1061.3889,1,0,0
3828,-156331.05,-1103.5679,1,0,0
3829,48950.31,-1038.5526,0,0,0
3830,-27524.93,-1096.4856,0,1,1
3831,-36917.22,-1098.9683,1,1,1
3832,-75278.65,-1063.8176,0,0,0
3833,246655.67,-1025.0146,0,0,0
3834,120027.625,-1044.8906,0,0,0
3835,-139314.56,-1122.5311,0,0,0
3836,-23453.543,-1052.5266,1,0,1
3837,-68205.23,-1061.1674,1,0,1
3838,200262.17,-1032.1663,1,0,1
3839,-9939.266,-1039.6597,0,0,0
3840,-38533.22,13953.284,1,0,1
3841,-154552.06,6211.5664,1,0,1
3842,8892.229,-1037.6707,0,0,0
3843,-2060.5476,-1045.9171,0,0,0
3844,19865.98,-1052.0411,0,0,0
3845,-99445.03,-1052.5109,0,0,0
3846,-94773.95,-1063.5842,1,0,0
3847,-105802.7,3932.6975,1,0,0
3848,-56634.242,-1074.2551,1,0,0
3849,-125574.164,-1063.0869,0,0,0
3850,-24261.062,-1118.5784,1,1,0
3851,-13439.334,-1034.57,0,0,0
3852,-27692.436,-1049.9019,1,0,1
3853,-14339.68,-1115.235,1,0,1
3854,-104977.41,-1071.0194,0,1,0
3855,67842.54,-1035.8577,0,0,0
3856,-118319.67,-1088.3627,0,1,0
3857,-56599.58,-1087.2484,0,0,0
3858,45530.27,-1037.8324,0,1,0
3859,-22804.172,-1037.023,0,0,0
3860,61764.316,-1042.7743,0,0,0
3861,32091.824,-1045.0139,0,0,1
3862,42386.66,-1063.6157,1,0,0
3863,22788.95,1345.4429,1,0,0
3864,54716.29,-1095.0818,1,1,1
3865,145888.42,3344.2737,1,0,1
3866,-17874.797,-1087.4128,1,0,0
3867,8732.548,6622.873,1,0,1
3868,-13888.758,6619.3237,1,0,1
3869,-54755.117,-1045.5469,1,1,1
3870,-46325.12,-1049.0099,0,0,1
3871,308162.9,-1015.2132,0,0,0
3872,-33309.387,-1020.6402,1,0,1
3873,99324.77,-1070.5181,1,0,1
3874,89940.11,-1055.6665,1,0,0
3875,-133037.4,2051.1494,1,0,0
3876,144011.4,-1053.9319,1,0,0
3877,-161199.36,-1099.4302,1,0,0
3878,-55339.34,-1063.1669,1,1,0
3879,-82770.37,-1061.1746,0,0,0
3880,-20931.426,-1051.9464,0,0,0
3881,303584.2,-1016.01575,0,1,0
3882,46438.95,-1082.4702,1,0,0
3883,138377.66,-1024.7646,1,0,1
3884,64888.12,1297.5037,0,0,0
3885,-11057.667,-1053.2609,1,1,0
3886,-136740.33,-1052.0667,1,0,0
3887,-46290.555,-1112.8326,1,0,1
3888,6236.8906,-1035.1359,1,0,0
3889,14423.121,-1087.3972,0,0,0
3890,32364.738,-1048.8092,1,0,0
3891,-130159.914,-1047.9669,1,0,0
3892,186344.75,13989.441,1,0,1
3893,-131186.6,-1088.0751,1,0,1
3894,17409.14,-1054.4006,1,0,0
3895,-85962.07,-1081.6598,0,1,0
3896,-137059.55,-1104.5345,0,0,0
3897,213961.12,-1044.6685,1,0,1
3898,-122430.92,-1095.979,0,0,0
3899,-159206.94,-1109.5176,1,0,0
3900,-20634.277,-1061.6344,0,0,0
3901,-69366.78,-1060.3628,0,0,0
3902,74081.33,-1044.156,0,0,0
3903,-65916.31,-1051.1829,0,0,0
3904,-42444.246,-1066.8073,0,0,0
3905,-99451.76,-1111.8048,0,0,0
3906,-62100.055,1125.6411,0,0,0
3907,-48246.37,-1033.4187,0,0,0
3908,-141102.9,-1064.4067,1,0,1
3909,10033.0625,-1085.3478,0,0,0
3910,27555.17,-1058.4606,1,0,1
3911,-84788.81,-1087.3644,0,0,0
3912,-26765.115,-1095.0167,0,0,0
3913,-18879.938,-1069.4874,0,0,0
3914,-160703.47,-1107.0358,0,0,0
3915,-117321.77,-1073.1982,0,0,0
3916,48654.77,-1051.5879,0,0,0
3917,107870.805,-1056.5088,0,1,1
3918,-3031.125,-1031.9637,0,0,0
3919,91312.65,-1067.9474,0,0,0
3920,-56889.617,3314.0574,1,0,1
3921,-18131.895,-1034.4568,0,0,0
3922,11503.627,-1022.1792,0,0,0
3923,-4026.3513,-1063.0585,0,0,1
3924,-110924.39,-1004.4309,0,0,0
3925,10224.274,-1031.5992,0,0,0
3926,-50234.277,-1102.3777,1,0,1
3927,101886.06,-1018.55505,0,0,0
3928,-56078.31,-1074.2064,0,0,0
3929,78036.48,-1036.2799,0,0,0
3930,81427.94,-1048.0452,1,0,0
3931,151127.45,-1052.1746,0,0,0
3932,-100556.83,-1092.5957,0,0,0
3933,8244.708,-1062.8882,0,0,0
3934,-74284.29,-1036.5171,1,0,0
3935,-80561.47,-1088.3646,0,0,0
3936,23782.426,-1073.3423,0,0,0
3937,-36744.51,-1069.3896,1,0,1
3938,-66369.12,-1044.8572,0,0,0
3939,-26847.6,-1068.1217,0,0,0
3940,52470.266,10621.426,0,0,1
3941,83650.14,-1056.5168,0,0,0
3942,-63411.03,-1085.3563,0,1,0
3943,-156766.67,-1092.4097,0,0,0
3944,142127.89,-1047.4003,1,0,0
3945,-152447.7,-1062.8301,0,0,0
3946,-159391.56,-1078.2567,1,0,0
3947,-158006.52,-1091.4661,0,0,0
3948,64950.824,-1062.2452,0,0,0
3949,7747.483,-1041.1007,0,0,0
3950,-145544.56,-1086.8928,1,0,0
3951,-78946.17,-1062.108,1,0,0
3952,-103944.875,-1098.982,0,1,0
3953,-24523.762,-1075.3031,1,0,0
3954,-90982.65,-1133.6274,1,0,1
3955,-80199.87,-1076.431,0,0,0
3956,-83607.35,1749.4352,1,0,0
3957,82806.086,-1025.5901,1,1,1
3958,61422.37,-1067.1736,0,0,0
3959,-99725.18,-1092.3408,0,0,0
3960,58665.812,-1039.4895,0,0,0
3961,101898.55,-1037.693,0,0,0
3962,-68748.266,13949.205,0,0,1
3963,9431.447,-1064.1948,0,0,0
3964,99036.06,-1056.5565,0,0,0
3965,16517.396,-1057.2416,1,1,0
3966,-15649.077,-1085.5442,0,0,0
3967,-48683.56,-1079.1617,0,0,0
3968,-156636.0,-1083.2225,1,0,1
3969,166791.19,-1041.2288,1,0,1
3970,-65784.836,-1061.1439,0,0,0
3971,23725.709,-1064.1748,0,0,0
3972,101098.6,-1036.0453,0,0,0
3973,38363.492,-1085.8118,1,0,1
3974,325523.8,-1012.58844,0,0,0
3975,-59930.816,-1066.1505,1,0,1
3976,-49637.555,-1059.7245,1,0,0
3977,-89236.82,-1089.3154,0,0,1
3978,4886.3057,-1020.87177,1,0,0
3979,155869.95,-1011.08154,1,0,1
3980,14452.274,-1062.4146,0,0,0
3981,-130587.28,-1089.2744,1,0,0
3982,-34728.867,-1049.8276,0,0,0
3983,-157880.45,-1068.624,1,0,0
3984,85264.4,-1032.274,0,0,0
3985,53374.184,-1044.2622,1,0,0
3986,-72709.555,-1023.29254,1,0,0
3987,-89309.055,6226.3633,1,0,1
3988,-83253.56,-1103.827,0,0,0
3989,53627.23,-1067.7787,1,0,1
3990,340346.12,-1010.21173,0,0,0
3991,-23053.383,-1043.4235,1,0,0
3992,123526.375,3605.3743,0,0,0
3993,57623.69,-1088.0948,0,0,0
3994,231450.89,-987.38116,0,0,0
3995,-158530.52,-1088.5317,1,0,0
3996,-6029.5547,-1076.2269,0,0,0
3997,101339.79,-1045.1217,0,0,0
3998,-77914.875,-1058.613,0,0,1
3999,179955.47,-1058.3799,1,0,1
4000,-25087.63,-1040.6685,1,0,0
4001,29141.684,-1058.5326,0,0,0
4002,-158735.73,-1102.7198,0,0,1
4003,-81019.91,-1066.4329,1,0,1
4004,-15364.881,-1080.9459,0,0,0
4005,31438.742,-1023.4418,0,0,0
4006,17589.826,-1026.6274,0,0,0
4007,-65478.824,-1046.8453,0,0,0
4008,85559.08,-1037.8724,1,0,0
4009,-18929.346,-1043.8989,0,0,0
4010,113794.72,-1046.0195,1,0,1
4011,-133948.44,-1085.1917,0,0,0
4012,37413.875,-1035.7588,0,0,0
4013,-18971.752,98931.94,1,1,1
4014,-157900.12,-1078.8695,0,0,0
4015,-132580.86,-1100.127,0,0,0
4016,2960.0144,-1045.9552,0,0,0
4017,226828.12,-1028.1366,1,0,0
4018,-81157.54,-1071.9374,0,0,0
4019,-107300.15,-1076.6453,1,0,1
4020,-47078.113,-1084.6539,0,0,0
4021,-15861.619,-1095.8579,1,0,1
4022,10444.625,-1047.0256,1,0,0
4023,-49101.36,-1098.5863,0,0,0
4024,-160969.98,-1098.5321,0,0,0
4025,86921.54,-1047.1896,0,0,0
4026,-29680.506,-1061.7347,1,0,1
4027,-73922.34,-1059.2563,1,0,0
4028,1429.5956,-1096.4784,0,0,0
4029,-133466.55,-1072.3724,0,0,0
4030,-44942.395,-1109.3287,1,0,0
4031,164824.42,-1047.8665,0,0,0
4032,124697.125,-1022.676,0,0,0
4033,-51788.094,-1065.6797,0,0,0
4034,-162062.88,-1112.908,1,0,0
4035,30538.598,-1073.3805,1,0,0
4036,-55325.18,-1099.0544,0,0,0
4037,-112779.18,-1093.6481,0,0,0
4038,286523.94,-1018.7223,1,0,0
4039,-2456.0183,-1081.2946,0,0,0
4040,-53777.45,-1071.99,1,0,0
4041,75592.7,-1056.2997,0,0,0
4042,-54799.426,-1091.9901,0,0,0
4043,-42880.61,-1067.9482,1,0,0
4044,64195.926,3454.0938,1,0,0
4045,-161654.03,-1108.885,0,0,0
4046,-88996.44,-1098.8632,0,0,1
4047,-9195.178,3321.0698,1,0,1
4048,-136867.38,-1091.5144,0,0,0
4049,-163098.4,-1101.1559,0,0,0
4050,25511.02,-1073.5099,0,0,0
4051,-35035.547,-1049.52,0,0,0
4052,-50709.023,-1076.7372,1,0,0
4053,-59307.54,-1058.359,1,0,1
4054,1085.2944,-1025.2218,0,0,0
4055,9630.617,6237.2188,1,0,1
